2	5	132
2	6	139
2	7	133
2	8	159
2	9	187
2	10	178
2	11	225
2	12	189
2	13	219
2	14	199
2	15	235
2	16	309
2	17	295
2	18	258
2	19	268
2	20	286
2	21	311
2	22	328
2	23	295
2	24	314
2	25	330
2	26	353
2	27	317
2	28	350
2	29	330
2	30	387
2	31	346
2	32	347
2	33	382
2	34	364
2	35	356
2	36	373
2	37	362
2	38	368
2	39	366
2	40	351
2	41	367
2	42	381
2	43	373
2	44	367
2	45	369
2	46	341
2	47	355
2	48	360
2	49	343
2	50	366
2	51	358
2	52	342
2	53	356
2	54	354
2	55	347
2	56	325
2	57	321
2	58	335
2	59	341
2	60	319
2	61	320
2	62	333
2	63	328
2	64	324
2	65	303
2	66	314
2	67	304
2	68	298
2	69	298
2	70	294
2	71	279
2	72	284
2	73	280
2	74	269
2	75	283
2	76	272
2	77	270
2	78	271
2	79	281
2	80	291
2	81	254
2	82	275
2	83	259
2	84	256
2	85	262
2	86	255
2	87	244
2	88	251
2	89	249
2	90	233
2	91	235
2	92	252
2	93	259
2	94	257
2	95	220
2	96	252
2	97	228
2	98	240
2	99	246
2	100	209
